sentence_id,doc_id,sentence_text,vote_count_boilerplate,vote_count_substantive,is_disagreement,judge_label_gpt5_4_mini,judge_label_sonnet4_6,judge_label_qwen3_4b,judge_reason_gpt5_4_mini,judge_reason_sonnet4_6,judge_reason_qwen3_4b,audit_override_label,audit_note,audit_judge_signature
54139,WFC_Q3-2025,"By the end of this year, we expect to have achieved approximately $15 billion of gross expense saves, and this has funded the large increases in spend to make us a better and stronger company and allowed us to reduce overall expenses.",0,3,False,substantive,substantive,substantive,Provides expense savings and spending guidance.,Provides specific financial target ($15 billion gross expense saves) and describes how savings funded investment and expense reduction.,Quantifies expected gross expense saves and links to company strength and expense reduction,,,97b0d184f0de48d6a9320516c2098834525789a4
47348,NVDA_Q3-2025,We have every supplier on the planet working seamlessly with us to do that.,0,3,False,substantive,substantive,substantive,Describes supplier execution and operational capability.,Describes operational execution involving supplier coordination for a specific business objective.,Mentions supplier collaboration as business capability,,,97b0d184f0de48d6a9320516c2098834525789a4
13678,C_Q3-2024,And we've largely actually delivered on that guidance.,0,3,False,substantive,substantive,substantive,States they delivered on guidance.,"Asserts that the company has delivered on previously issued guidance, a material performance claim.",Delivered on guidance (specific commitment),,,97b0d184f0de48d6a9320516c2098834525789a4
43402,NKE_Q3-2024,"Our ability to tell stories shone through to make the German team a global brand and make their athletes global heroes, and our ability to expand the game, expanding the women's football game and inviting youth culture into football all mattered.",0,3,False,substantive,substantive,substantive,Discusses business strategy and brand expansion.,"Describes specific strategic and operational achievements: building a global brand, expanding women's football, and engaging youth culture.","Describes concrete business outcomes (global brand, athletes as heroes) and strategic initiatives (expanding women's football)",,,97b0d184f0de48d6a9320516c2098834525789a4
26704,GS_Q2-2025,"And just the last thing, Mike, not to beat the horse, we said it in the script, announced M&A is up 30% year-over-year, okay?",0,3,False,substantive,substantive,substantive,Mentions M&A growth and script content.,Cites specific M&A activity metric: announced M&A up 30% year-over-year.,M&A up 30% year-over-year is specific business metric,,,97b0d184f0de48d6a9320516c2098834525789a4
24629,FDX_Q4-2025,"And then from more of a global perspective, indeed, do you expect to see an emergence of a China plus 1 and even a plus 2 strategy from a logistics perspective.",0,3,False,substantive,substantive,substantive,Business question about logistics strategy and China plus 1/2.,Business question about emergence of China plus 1/plus 2 logistics strategy from a global perspective.,Discussion of strategic logistics approach and potential market shifts,,,97b0d184f0de48d6a9320516c2098834525789a4
34732,JNJ_Q2-2025,We continue to see share gains in both first and second lines of therapy.,0,3,False,substantive,substantive,substantive,Describes share gains in therapy lines.,"Reports market share gains in specific therapy lines, which is material business performance information.","Describes share gains in therapy lines, indicating business performance",,,97b0d184f0de48d6a9320516c2098834525789a4
23148,FDX_Q3-2025,"We want to hire the right expertise that can appropriately represent the brand, that can appropriately execute our revenue quality strategy.",0,3,False,substantive,substantive,substantive,States hiring plans tied to revenue strategy.,States hiring strategy tied to brand representation and revenue quality strategy.,Describes revenue quality strategy execution and brand representation,,,97b0d184f0de48d6a9320516c2098834525789a4
28527,GS_Q4-2024,"And then coming back to, obviously, you guys have been investing heavily in technology for years in driving those operating efficiencies.",0,3,False,substantive,substantive,substantive,Refers to technology investment and operating efficiencies.,References the company's heavy technology investments and resulting operating efficiencies — substantive strategy/investment commentary in a Q&A context.,Acknowledges long-term tech investments for operational efficiency,,,97b0d184f0de48d6a9320516c2098834525789a4
39178,JPM_Q2-2025,"Question Analysts - MD & Head of United States Bank Research Jamie, relative to 3 months ago, there's a lot of optimism on financial deregulation and really going to break in the bank's favor.",0,3,False,substantive,substantive,substantive,Business-related analyst question on deregulation.,"Analyst question about financial deregulation outlook and its potential impact on banks, a substantive business/regulatory topic.",Optimism on financial deregulation impacts bank performance,,,97b0d184f0de48d6a9320516c2098834525789a4
15033,C_Q4-2023,So we get a good balance between our traditionally strong sectors as well as high-growth areas.,0,3,False,substantive,substantive,substantive,Discusses business mix and growth areas.,Describes portfolio balance between traditional sectors and high-growth areas — segment/strategy commentary.,Describes business strategy balance between strong sectors and high-growth areas,,,97b0d184f0de48d6a9320516c2098834525789a4
431,AMD_Q1-2025,Please refer to the cautionary statement on our press release for more information on factors that could cause actual results to differ materially.,3,0,False,boilerplate,boilerplate,boilerplate,Standard safe-harbor/legal disclaimer reference.,Standard safe-harbor/cautionary statement disclaimer language.,Cautionary statement about forward-looking statements,,,97b0d184f0de48d6a9320516c2098834525789a4
33920,JNJ_Q1-2026,"Abiomed delivered growth of 14.4%, with continued strong adoption of the Impella technology.",0,3,False,substantive,substantive,substantive,Describes growth and product adoption performance.,Abiomed segment growth of 14.4% with adoption of Impella technology — specific financial and product result.,Specific growth metric and technology adoption,,,97b0d184f0de48d6a9320516c2098834525789a4
29837,INTC_Q1-2025,"As I look at Q1, I mean, we had a few hyperscalers that were particularly strong in Q1.",0,3,False,substantive,substantive,substantive,Comments on strong Q1 customer activity.,"Discusses hyperscaler performance strength in Q1, a specific operational observation.",Discusses Q1 performance with specific examples (hyperscalers) showing operational results,,,97b0d184f0de48d6a9320516c2098834525789a4
18144,FAST_Q2-2025,And can you just unpack why deeper inventory of fasteners is helping your margins?,0,3,False,substantive,substantive,substantive,Business question about inventory and margin impact.,"Analyst question about the operational mechanism linking fastener inventory depth to margin improvement, a substantive business question.",Inventory impact on margins discussed,,,97b0d184f0de48d6a9320516c2098834525789a4
25543,GS_Q1-2025,We have extraordinary expertise and leadership positions in activities all over the world.,0,3,False,substantive,substantive,substantive,Describes company capabilities and market position.,"Claims the company has strong expertise and leadership positions globally, a substantive competitive positioning statement.",Statement about global expertise and leadership positions implies strategic capability and market position,,,97b0d184f0de48d6a9320516c2098834525789a4
53191,WFC_Q2-2024,There are players who are a little bit more constrained on capital than you even in that space.,0,3,False,substantive,substantive,substantive,Discusses capital constraints among players.,Discusses competitive dynamics around capital constraints among players in the space.,Comments on capital constraints of players in business context,,,97b0d184f0de48d6a9320516c2098834525789a4
19289,FAST_Q4-2023,"Our intention for next year is to sign 26,000 to 28,000.",0,3,False,substantive,substantive,substantive,States a specific operational target for next year.,"Provides specific forward-looking guidance on contract signings (26,000–28,000) for next year.","Specific target for next year's customer signings, a concrete business commitment",,,97b0d184f0de48d6a9320516c2098834525789a4
53902,WFC_Q3-2024,"I will note, though, in the trend that there is a product switch conversion that we did that sort of impacted NIBs and IBs.",0,3,False,substantive,substantive,substantive,Describes a product switch conversion that affected NIBs and IBs.,Notes a specific product switch conversion that impacted non-interest-bearing and interest-bearing deposit trends — operational/financial detail.,Specific product switch impacting financial metrics,,,97b0d184f0de48d6a9320516c2098834525789a4
42307,NKE_Q1-2026,"And I think, again, the teams are seeing the power of running the complete offense across the entire marketplace and North America, again, is our best example where we're seeing growth there.",0,3,False,substantive,substantive,substantive,Discusses marketplace execution and growth in North America.,"Discusses the strategy of running a complete offense across the marketplace and cites North America as a growth example, which is substantive strategic and operational commentary.",Highlights market-specific growth through operational example,,,97b0d184f0de48d6a9320516c2098834525789a4
45015,NKE_Q4-2025,The truth is we're in a fight in every sport we're in and each sport has different competitors.,0,3,False,substantive,substantive,substantive,Describes competitive conditions across the company’s sports businesses.,"Describes competitive dynamics across sports segments, conveying a strategic assessment of the company's market position.",Refers to competitive dynamics across business segments with strategic implications,,,97b0d184f0de48d6a9320516c2098834525789a4
4385,AVGO_Q1-2026,"You can tweak your TPUs towards the -- XPU, sorry, Freudian slip, to a particular kind of workload LLM that you want.",0,3,False,substantive,substantive,substantive,Explains product customization for workloads.,"Discusses product customization capability of XPU/TPU for specific LLM workloads, operational specifics.",Discusses specific technical adjustment (TPUs to XPU) for LLM workloads,,,97b0d184f0de48d6a9320516c2098834525789a4
53429,WFC_Q2-2025,Turning to our 2025 outlook on Slide 16.,0,3,False,substantive,substantive,substantive,Introduces the 2025 outlook topic.,Transition sentence that names a specific business topic (2025 outlook) being introduced.,Transition to specific 2025 outlook topic,,,97b0d184f0de48d6a9320516c2098834525789a4
27312,GS_Q3-2025,Presentation Operator Message Operator Good morning.,3,0,False,boilerplate,boilerplate,boilerplate,Operator greeting.,Operator greeting at the start of the call.,Operator greeting,,,97b0d184f0de48d6a9320516c2098834525789a4
1968,AMD_Q3-2024,Do you anticipate continued follow-through in terms of quarter-on-quarter growth this quarter for enterprise?,0,3,False,substantive,substantive,substantive,Asks about expected business growth.,Business-related question about enterprise quarter-on-quarter growth trajectory.,"Asks about quarter-on-quarter growth in enterprise, a business metric",,,97b0d184f0de48d6a9320516c2098834525789a4
43795,NKE_Q3-2025,"This quarter, we brought fresh energy with a new DNA, which is resonating well with consumers in Japan and Korea and women's silhouette in the Air Max Muse.",0,3,False,substantive,substantive,substantive,Describes product launch performance and consumer resonance.,"Describes specific product launches (Air Max Muse) and consumer reception in Japan and Korea, operational/product commentary.",Announces new product strategy with market-specific impact,,,97b0d184f0de48d6a9320516c2098834525789a4
55448,WFC_Q4-2024,And do you have certain internal payback maximums that you're willing to look at?,0,3,False,substantive,substantive,substantive,Asks about internal investment payback thresholds.,"Substantive Q&A question about internal capital allocation criteria, specifically payback period thresholds.",Asks about internal payback maxima for business decisions,,,97b0d184f0de48d6a9320516c2098834525789a4
36102,JNJ_Q4-2023,"Now we do acknowledge that the 50 basis point improvement simply gets us back to what your models expected, given the elevated Q4 2023 R&D investment for new pipeline assets.",0,3,False,substantive,substantive,substantive,References margin improvement and prior R&D investment.,"Acknowledges that a 50 basis point improvement only restores prior model expectations due to elevated Q4 2023 R&D investment, providing specific financial context.",Explains R&D investment impact on model expectations,,,97b0d184f0de48d6a9320516c2098834525789a4
32710,INTC_Q4-2025,"In light of these dynamics, we are forecasting a Q1 revenue range of $11.7 billion to $12.7 billion.",0,3,False,substantive,substantive,substantive,Provides revenue guidance for the next quarter.,Provides specific Q1 revenue guidance range of $11.7B–$12.7B — material financial guidance.,Quantified revenue forecast with specific range,,,97b0d184f0de48d6a9320516c2098834525789a4
52444,WFC_Q1-2025,"I would also point out that the amount of trading-related net interest income will be impacted by rate and asset levels, which would be largely offset by trading-related noninterest income.",0,3,False,substantive,substantive,substantive,Explains NII drivers and offsets tied to trading activity.,"Explains the relationship between trading-related NII, rates, asset levels, and offsetting noninterest income — material financial commentary.",Explains impact of rate/asset levels on net interest income,,,97b0d184f0de48d6a9320516c2098834525789a4
